Ranking,Código do Município,Nome do Município,UF,População
1298,"2105104","Icatu"," Maranhão",27423
1299,"2308302","Milagres"," Ceará",27413
1300,"5210109","Ipameri"," Goiás",27365
1301,"2707305","Porto Calvo"," Alagoas",27331
1302,"4322707","Vera Cruz"," Rio Grande do Sul",27325
1303,"2919157","Lapão"," Bahia",27323
1304,"4216503","São Joaquim"," Santa Catarina",27322
1305,"2612406","Sanharó"," Pernambuco",27308
1306,"1507706","São Sebastião da Boa Vista"," Pará",27302
1307,"3106309","Belo Oriente"," Minas Gerais",27277
1308,"2611309","Pombos"," Pernambuco",27204
1309,"2307106","Jardim"," Ceará",27187
1310,"2100709","Anajatuba"," Maranhão",27170
1311,"3556305","Valparaíso"," São Paulo",27154
1312,"2922102","Mundo Novo"," Bahia",27153
1313,"2607752","Itapissuma"," Pernambuco",27144
1314,"3303005","Miracema"," Rio de Janeiro",27134
1315,"1100940","Cujubim"," Rondônia",27131
1316,"1200104","Brasiléia"," Acre",27123
1317,"2607604","Ilha de Itamaracá"," Pernambuco",27076
1318,"2913200","Ibotirama"," Bahia",27076
1319,"2922904","Nova Soure"," Bahia",27047
1320,"4123501","Santa Helena"," Paraná",27036
1321,"2303204","Caririaçu"," Ceará",27008
1322,"2913507","Iguaí"," Bahia",27006
1323,"2404200","Goianinha"," Rio Grande do Norte",27004
1324,"2800670","Boquim"," Sergipe",26980
1325,"2100303","Aldeias Altas"," Maranhão",26979
1326,"3547601","Santa Rosa de Viterbo"," São Paulo",26960
1327,"2804607","Nossa Senhora das Dores"," Sergipe",26957
1328,"2201507","Batalha"," Piauí",26951
1329,"5108600","Vila Rica"," Mato Grosso",26946
1330,"3144003","Mutum"," Minas Gerais",26945
1331,"4121703","Reserva"," Paraná",26933
1332,"4321303","Taquari"," Rio Grande do Sul",26907
1333,"3520442","Ilha Solteira"," São Paulo",26886
1334,"3144607","Nepomuceno"," Minas Gerais",26882
1335,"4322806","Veranópolis"," Rio Grande do Sul",26813
1336,"2928208","Santana"," Bahia",26792
1337,"3529203","Martinópolis"," São Paulo",26791
1338,"2202901","Corrente"," Piauí",26771
1339,"3202454","Ibatiba"," Espírito Santo",26762
1340,"2604601","Condado"," Pernambuco",26755
1341,"5100201","Água Boa"," Mato Grosso",26679
1342,"3118809","Coração de Jesus"," Minas Gerais",26620
1343,"3509403","Cajuru"," São Paulo",26613
1344,"2301208","Aracoiaba"," Ceará",26600
1345,"2925006","Planalto"," Bahia",26581
1346,"3204054","Pedro Canário"," Espírito Santo",26575
1347,"1303601","Santa Isabel do Rio Negro"," Amazonas",26566
1348,"3156908","Sacramento"," Minas Gerais",26556
1349,"3134905","Jacutinga"," Minas Gerais",26538
1350,"3162906","São João Nepomuceno"," Minas Gerais",26530
1351,"2304954","Guaiúba"," Ceará",26508
1352,"3507100","Bom Jesus dos Perdões"," São Paulo",26506
1353,"5002951","Chapadão do Sul"," Mato Grosso do Sul",26499
1354,"2906204","Canarana"," Bahia",26468
1355,"4210506","Maravilha"," Santa Catarina",26463
1356,"3126703","Francisco Sá"," Minas Gerais",26459
1357,"1303304","Novo Aripuanã"," Amazonas",26443
1358,"2614808","Tacaratu"," Pernambuco",26439
1359,"2610202","Panelas"," Pernambuco",26438
1360,"1709302","Guaraí"," Tocantins",26403
1361,"5001003","Aparecida do Taboado"," Mato Grosso do Sul",26386
1362,"5005004","Jardim"," Mato Grosso do Sul",26375
1363,"2907301","Castro Alves"," Bahia",26369
1364,"4311007","Jaguarão"," Rio Grande do Sul",26327
1365,"2611507","Quipapá"," Pernambuco",26309
1366,"4102109","Astorga"," Paraná",26304
1367,"2607505","Itaíba"," Pernambuco",26268
1368,"3553401","Tanabi"," São Paulo",26231
1369,"2908606","Conde"," Bahia",26223
1370,"3205069","Venda Nova do Imigrante"," Espírito Santo",26204
1371,"2313203","Tamboril"," Ceará",26199
1372,"4309407","Guaporé"," Rio Grande do Sul",26199
1373,"2305605","Independência"," Ceará",26196
1374,"4319505","São Sebastião do Caí"," Rio Grande do Sul",26161
1375,"1503077","Garrafão do Norte"," Pará",26155
1376,"2105427","Itinga do Maranhão"," Maranhão",26134
1377,"2112456","Turilândia"," Maranhão",26112
1378,"2911105","Formosa do Rio Preto"," Bahia",26111
1379,"2608750","Lagoa Grande"," Pernambuco",26090
1380,"3203403","Mimoso do Sul"," Espírito Santo",26079
1381,"5203500","Bom Jesus de Goiás"," Goiás",26069
1382,"2111102","São João dos Patos"," Maranhão",26063
1383,"2516003","Solânea"," Paraíba",26051
1384,"4306908","Encruzilhada do Sul"," Rio Grande do Sul",26039
1385,"2309458","Ocara"," Ceará",25958
1386,"1507151","São Domingos do Araguaia"," Pará",25945
1387,"3538907","Pirajuí"," São Paulo",25939
1388,"2110104","Santa Quitéria do Maranhão"," Maranhão",25884
1389,"3113206","Carandaí"," Minas Gerais",25831
1390,"2807600","Umbaúba"," Sergipe",25800
1391,"4119400","Piraí do Sul"," Paraná",25779
1392,"2921203","Miguel Calmon"," Bahia",25771
1393,"1505031","Novo Progresso"," Pará",25769
1394,"1507904","Soure"," Pará",25752
1395,"2914406","Iraquara"," Bahia",25728
1396,"3502200","Angatuba"," São Paulo",25724
1397,"3537404","Pereira Barreto"," São Paulo",25685
1398,"3162005","São Gonçalo do Sapucaí"," Minas Gerais",25670
1399,"2709400","Viçosa"," Alagoas",25655
1400,"3531407","Monte Aprazível"," São Paulo",25651
1401,"3302908","Miguel Pereira"," Rio de Janeiro",25622
1402,"4208500","Ituporanga"," Santa Catarina",25619
1403,"2303808","Cedro"," Ceará",25612
1404,"2918357","João Dourado"," Bahia",25606
1405,"3507803","Brodowski"," São Paulo",25605
1406,"3540754","Potim"," São Paulo",25603
1407,"5211206","Itapuranga"," Goiás",25597
1408,"2703106","Igaci"," Alagoas",25596
1409,"2201903","Bom Jesus"," Piauí",25584
1410,"4103602","Cambará"," Paraná",25569
1411,"2609006","Macaparana"," Pernambuco",25565
1412,"3303955","Pinheiral"," Rio de Janeiro",25563
1413,"2108256","Pedro do Rosário"," Maranhão",25560
1414,"3135803","Jequitinhonha"," Minas Gerais",25555
1415,"3304151","Quissamã"," Rio de Janeiro",25535
1416,"2205805","Luzilândia"," Piauí",25521
1417,"3129509","Ibiá"," Minas Gerais",25511
1418,"2104677","Governador Nunes Freire"," Maranhão",25502
1419,"2110039","Santa Luzia do Paruá"," Maranhão",25487
1420,"5004502","Itaporã"," Mato Grosso do Sul",25478
1421,"4203956","Capivari de Baixo"," Santa Catarina",25477
1422,"3169604","Tupaciguara"," Minas Gerais",25466
1423,"4304663","Capão do Leão"," Rio Grande do Sul",25462
1424,"2925808","Queimadas"," Bahia",25428
1425,"2312700","Senador Pompeu"," Ceará",25418
1426,"2504603","Conde"," Paraíba",25341
1427,"5000708","Anastácio"," Mato Grosso do Sul",25336
1428,"2707107","Piranhas"," Alagoas",25324
1429,"5007109","Ribas do Rio Pardo"," Mato Grosso do Sul",25310
1430,"3124203","Espera Feliz"," Minas Gerais",25287
1431,"2600302","Agrestina"," Pernambuco",25240
1432,"5217302","Pirenópolis"," Goiás",25218
1433,"2705002","Mata Grande"," Alagoas",25200
1434,"3109303","Buritis"," Minas Gerais",25179
1435,"2305308","Ibiapina"," Ceará",25165
1436,"2924801","Piritiba"," Bahia",25162
1437,"1506609","Santa Maria do Pará"," Pará",25127
1438,"2304251","Cruz"," Ceará",25121
1439,"3101102","Aimorés"," Minas Gerais",25116
1440,"3512407","Cordeirópolis"," São Paulo",25116
1441,"3501301","Álvares Machado"," São Paulo",25078
1442,"4310801","Ivoti"," Rio Grande do Sul",25068
1443,"3162401","São João da Ponte"," Minas Gerais",25033
1444,"4320107","Sarandi"," Rio Grande do Sul",25024
1445,"2901106","Amélia Rodrigues"," Bahia",24997
1446,"3521408","Iracemápolis"," São Paulo",24982
1447,"4320909","Tapejara"," Rio Grande do Sul",24973
1448,"2507002","Itaporanga"," Paraíba",24960
1449,"2307403","Jucás"," Ceará",24949
1450,"4206306","Guabiruba"," Santa Catarina",24922
1451,"2906709","Cândido Sales"," Bahia",24921
1452,"3507902","Brotas"," São Paulo",24862
1453,"3147402","Paraopeba"," Minas Gerais",24854
1454,"5002100","Bela Vista"," Mato Grosso do Sul",24842
1455,"3520004","Igaraçu do Tietê"," São Paulo",24821
1456,"2603702","Canhotinho"," Pernambuco",24743
1457,"2704005","Junqueiro"," Alagoas",24716
1458,"2304350","Forquilha"," Ceará",24680
1459,"2703205","Igreja Nova"," Alagoas",24670
1460,"2705101","Matriz de Camaragibe"," Alagoas",24627
1461,"4318408","São Jerônimo"," Rio Grande do Sul",24569
1462,"2301703","Aurora"," Ceará",24567
1463,"1507458","São Geraldo do Araguaia"," Pará",24566
1464,"5217104","Piracanjuba"," Goiás",24543
1465,"4216909","São Lourenço do Oeste"," Santa Catarina",24501
1466,"3162955","São José da Lapa"," Minas Gerais",24490
1467,"2306108","Irauçuba"," Ceará",24450
1468,"2411502","Santo Antônio"," Rio Grande do Norte",24422
1469,"2702355","Craíbas"," Alagoas",24396
1470,"1506302","Salvaterra"," Pará",24392
1471,"4212809","Balneário Piçarras"," Santa Catarina",24385
1472,"2506905","Itabaiana"," Paraíba",24363
1473,"1502004","Cachoeira do Arari"," Pará",24355
1474,"3148707","Pedra Azul"," Minas Gerais",24333
1475,"2706406","Pão de Açúcar"," Alagoas",24307
1476,"2109007","Porto Franco"," Maranhão",24294
1477,"4105904","Colorado"," Paraná",24271
1478,"2512903","Rio Tinto"," Paraíba",24258
1479,"4120804","Quatro Barras"," Paraná",24253
1480,"3143401","Monte Sião"," Minas Gerais",24247
1481,"2605004","Cupira"," Pernambuco",24237
1482,"4104659","Carambeí"," Paraná",24225
1483,"2918803","Laje"," Bahia",24214
1484,"4322202","Tupanciretã"," Rio Grande do Sul",24182
1485,"1502509","Chaves"," Pará",24175
1486,"2703809","Joaquim Gomes"," Alagoas",24167
1487,"2102804","Carolina"," Maranhão",24151
1488,"1304401","Urucurituba"," Amazonas",24098
1489,"2102903","Carutapera"," Maranhão",24095
1490,"3502705","Apiaí"," São Paulo",24081
1491,"4205704","Garopaba"," Santa Catarina",24070
1492,"2708303","São José da Laje"," Alagoas",24064
1493,"5005202","Ladário"," Mato Grosso do Sul",24040
1494,"2607000","Inajá"," Pernambuco",24034
1495,"3130903","Inhapim"," Minas Gerais",24020
1496,"2805505","Poço Verde"," Sergipe",24003
1497,"2102309","Buriti Bravo"," Maranhão",23993
1498,"2932002","Uauá"," Bahia",23991
1499,"2609709","Orobó"," Pernambuco",23985
1500,"3105103","Bambuí"," Minas Gerais",23964
1501,"2911907","Iaçu"," Bahia",23950
1502,"4124053","Santa Terezinha de Itaipu"," Paraná",23927
1503,"4215703","Santo Amaro da Imperatriz"," Santa Catarina",23907
1504,"3113008","Caraí"," Minas Gerais",23872
1505,"3204609","Santa Teresa"," Espírito Santo",23853
1506,"2614857","Tamandaré"," Pernambuco",23852
1507,"5210901","Itapaci"," Goiás",23850
1508,"4321808","Três de Maio"," Rio Grande do Sul",23846
1509,"4321907","Três Passos"," Rio Grande do Sul",23799
1510,"3162708","São João do Paraíso"," Minas Gerais",23797
1511,"2412500","São Miguel"," Rio Grande do Norte",23789
1512,"2512309","Princesa Isabel"," Paraíba",23749
1513,"3548005","Santo Antônio de Posse"," São Paulo",23742
1514,"4310330","Imbé"," Rio Grande do Sul",23721
1515,"2611903","Rio Formoso"," Pernambuco",23719
1516,"2105500","João Lisboa"," Maranhão",23677
1517,"3154002","Raul Soares"," Minas Gerais",23663
1518,"5001904","Bataguassu"," Mato Grosso do Sul",23620
1519,"3119104","Corinto"," Minas Gerais",23607
1520,"2106508","Matinha"," Maranhão",23591
1521,"3301405","Conceição de Macabu"," Rio de Janeiro",23561
1522,"2903409","Belmonte"," Bahia",23540
1523,"2301604","Assaré"," Ceará",23537
1524,"2108454","Peritoró"," Maranhão",23530
1525,"4319604","São Sepé"," Rio Grande do Sul",23492
1526,"1200450","Senador Guiomard"," Acre",23446
1527,"1507474","São João de Pirabas"," Pará",23440
1528,"2912707","Ibirapitanga"," Bahia",23433
1529,"3204005","Pancas"," Espírito Santo",23426
1530,"2905008","Caculé"," Bahia",23407
1531,"3554300","Teodoro Sampaio"," São Paulo",23395
1532,"2103802","Dom Pedro"," Maranhão",23393
1533,"4113502","Loanda"," Paraná",23393
1534,"4114104","Mandaguaçu"," Paraná",23373
1535,"3502754","Araçariguama"," São Paulo",23343
1536,"2304004","Coreaú"," Ceará",23340
1537,"3553807","Taquarituba"," São Paulo",23292
1538,"5004700","Ivinhema"," Mato Grosso do Sul",23277
1539,"2930774","Sobradinho"," Bahia",23274
1540,"3100203","Abaeté"," Minas Gerais",23263
1541,"3553302","Tambaú"," São Paulo",23255
1542,"5106307","Paranatinga"," Mato Grosso",23250
1543,"4203907","Capinzal"," Santa Catarina",23218
1544,"3302106","Itaocara"," Rio de Janeiro",23211
1545,"3132701","Itambacuri"," Minas Gerais",23207
1546,"4211702","Orleans"," Santa Catarina",23161
1547,"1100320","São Miguel do Guaporé"," Rondônia",23147
1548,"5101407","Aripuanã"," Mato Grosso",23067
1549,"4306809","Encantado"," Rio Grande do Sul",23047
1550,"2303006","Caridade"," Ceará",23011
1551,"2613206","São João"," Pernambuco",23002
1552,"2600807","Altinho"," Pernambuco",22996
1553,"3118403","Conselheiro Pena"," Minas Gerais",22975
1554,"5006002","Nova Alvorada do Sul"," Mato Grosso do Sul",22967
1555,"2908200","Conceição da Feira"," Bahia",22933
1556,"1600535","Porto Grande"," Amapá",22927
1557,"2600906","Amaraji"," Pernambuco",22910
1558,"3114204","Carmo do Cajuru"," Minas Gerais",22900
1559,"3139508","Manhumirim"," Minas Gerais",22894
1560,"2302008","Barro"," Ceará",22834
1561,"2308906","Morrinhos"," Ceará",22830
1562,"1721208","Tocantinópolis"," Tocantins",22820
1563,"4206702","Herval d'Oeste"," Santa Catarina",22820
1564,"3202108","Ecoporanga"," Espírito Santo",22748
1565,"2921104","Medeiros Neto"," Bahia",22741
1566,"1300144","Apuí"," Amazonas",22739
1567,"5008008","Terenos"," Mato Grosso do Sul",22721
1568,"2610806","Pedra"," Pernambuco",22716
1569,"2301950","Barreira"," Ceará",22715
1570,"5200134","Acreúna"," Goiás",22710
1571,"1707009","Dianópolis"," Tocantins",22704
1572,"2407807","Monte Alegre"," Rio Grande do Norte",22698
1573,"2925956","Rafael Jambeiro"," Bahia",22643
1574,"1400209","Caracaraí"," Roraima",22635
1575,"2605608","Flores"," Pernambuco",22612
1576,"4217402","Schroeder"," Santa Catarina",22605
1577,"2931509","Teofilândia"," Bahia",22590
1578,"5209705","Hidrolândia"," Goiás",22533
1579,"4315305","Quaraí"," Rio Grande do Sul",22531
1580,"5103007","Chapada dos Guimarães"," Mato Grosso",22521
1581,"1100015","Alta Floresta d'Oeste"," Rondônia",22516
1582,"2900801","Alcobaça"," Bahia",22509
1583,"2501104","Areia"," Paraíba",22493
1584,"3529708","Miguelópolis"," São Paulo",22480
1585,"2915809","Itambé"," Bahia",22474
1586,"1600402","Mazagão"," Amapá",22468
1587,"4213500","Porto Belo"," Santa Catarina",22466
1588,"2111706","São Vicente Ferrer"," Maranhão",22452
1589,"2916104","Itaparica"," Bahia",22440
1590,"2311504","Quixeré"," Ceará",22432
1591,"5205406","Ceres"," Goiás",22407
1592,"5002209","Bonito"," Mato Grosso do Sul",22401
1593,"2801405","Carira"," Sergipe",22393
1594,"2908903","Coração de Maria"," Bahia",22391
1595,"3204203","Piúma"," Espírito Santo",22388
1596,"3202207","Fundão"," Espírito Santo",22379
1597,"2605400","Feira Nova"," Pernambuco",22360
1598,"2922409","Mutuípe"," Bahia",22340
1599,"2926202","Riachão das Neves"," Bahia",22330
1600,"3540002","Pompeia"," São Paulo",22326
1601,"3535309","Palmital"," São Paulo",22322
1602,"5103502","Diamantino"," Mato Grosso",22311
1603,"4100509","Altônia"," Paraná",22293
1604,"1100403","Alto Paraíso"," Rondônia",22258
1605,"1506583","Santa Maria das Barreiras"," Pará",22244
1606,"3540903","Pradópolis"," São Paulo",22239
1607,"2102705","Cantanhede"," Maranhão",22236
1608,"2112233","Trizidela do Vale"," Maranhão",22223
1609,"2313807","Uruburetama"," Ceará",22223
1610,"2610400","Parnamirim"," Pernambuco",22198
1611,"2702603","Feira Grande"," Alagoas",22192
1612,"2906907","Caravelas"," Bahia",22166
1613,"3301504","Cordeiro"," Rio de Janeiro",22152
1614,"4313060","Nova Hartz"," Rio Grande do Sul",22147
1615,"2100204","Alcântara"," Maranhão",22126
1616,"5208905","Goiás"," Goiás",22122
1617,"5201306","Anicuns"," Goiás",22113
1618,"2609154","Manari"," Pernambuco",22110
1619,"5102702","Canarana"," Mato Grosso",22101
1620,"3517505","Guapiaçu"," São Paulo",22087
1621,"2503001","Caaporã"," Paraíba",22079
1622,"5002902","Cassilândia"," Mato Grosso do Sul",22063
1623,"2103174","Centro Novo do Maranhão"," Maranhão",22056
1624,"3305158","São José do Vale do Rio Preto"," Rio de Janeiro",22032
1625,"3527405","Lucélia"," São Paulo",22022
1626,"2306603","Itatira"," Ceará",22018
1627,"1300102","Anori"," Amazonas",21937
1628,"2702108","Colônia Leopoldina"," Alagoas",21935
1629,"2604502","Chã Grande"," Pernambuco",21929
1630,"2509107","Mari"," Paraíba",21895
1631,"4208104","Itaiópolis"," Santa Catarina",21889
1632,"3533007","Nova Granada"," São Paulo",21871
1633,"4318200","São Francisco de Paula"," Rio Grande do Sul",21871
1634,"2613404","São José da Coroa Grande"," Pernambuco",21868
1635,"5220207","São Miguel do Araguaia"," Goiás",21849
1636,"2923407","Palmas de Monte Alto"," Bahia",21840
1637,"3110509","Camanducaia"," Minas Gerais",21831
1638,"1506351","Santa Bárbara do Pará"," Pará",21811
1639,"2923209","Oliveira dos Brejinhos"," Bahia",21797
1640,"2800209","Aquidabã"," Sergipe",21796
1641,"4117305","Ortigueira"," Paraná",21783
1642,"3205036","Vargem Alta"," Espírito Santo",21778
1643,"2923605","Paramirim"," Bahia",21777
1644,"3305604","Silva Jardim"," Rio de Janeiro",21775
1645,"2106326","Maracaçumé"," Maranhão",21773
1646,"4208450","Itapoá"," Santa Catarina",21766
1647,"3133501","Itapecerica"," Minas Gerais",21760
1648,"4319000","São Marcos"," Rio Grande do Sul",21756
1649,"2919926","Madre de Deus"," Bahia",21754
1650,"2211209","Uruçuí"," Piauí",21746
1651,"4313201","Nova Petrópolis"," Rio Grande do Sul",21717
1652,"3515152","Engenheiro Coelho"," São Paulo",21712
1653,"1303007","Nhamundá"," Amazonas",21710
1654,"2301307","Araripe"," Ceará",21707
1655,"5106257","Nova Xavantina"," Mato Grosso",21695
1656,"3147204","Paraguaçu"," Minas Gerais",21693
1657,"2705705","Olho d'Água das Flores"," Alagoas",21690
1658,"2408904","Parelhas"," Rio Grande do Norte",21611
1659,"5004601","Itaquiraí"," Mato Grosso do Sul",21604
1660,"4316006","Rolante"," Rio Grande do Sul",21591
1661,"3149903","Perdões"," Minas Gerais",21577
1662,"2107704","Paraibano"," Maranhão",21571
1663,"3115508","Caxambu"," Minas Gerais",21566
1664,"3511003","Castilho"," São Paulo",21521
1665,"1504950","Nova Esperança do Piriá"," Pará",21519
1666,"3143203","Monte Santo de Minas"," Minas Gerais",21504
1667,"2608503","Lagoa de Itaenga"," Pernambuco",21490
1668,"2904100","Boquira"," Bahia",21486
1669,"4126603","Siqueira Campos"," Paraná",21476
1670,"5003256","Costa Rica"," Mato Grosso do Sul",21456
1671,"2613305","São Joaquim do Monte"," Pernambuco",21439
1672,"2931202","Taperoá"," Bahia",21421
1673,"4219002","Urussanga"," Santa Catarina",21419
1674,"2701308","Cajueiro"," Alagoas",21397
1675,"3517703","Guará"," São Paulo",21394
1676,"2904753","Buritirama"," Bahia",21374
1677,"3513603","Cunha"," São Paulo",21373
1678,"3147303","Paraisópolis"," Minas Gerais",21353
1679,"5107305","São José do Rio Claro"," Mato Grosso",21351
1680,"3142809","Monte Alegre de Minas"," Minas Gerais",21349
1681,"2309508","Orós"," Ceará",21342
1682,"2202307","Canto do Buriti"," Piauí",21326
1683,"5220405","São Simão"," Goiás",21318
1684,"2101905","Bequimão"," Maranhão",21317
1685,"3114402","Carmo do Rio Claro"," Minas Gerais",21310
1686,"4112108","Jandaia do Sul"," Paraná",21281
1687,"2108702","Pio XII"," Maranhão",21274
1688,"3510302","Capela do Alto"," São Paulo",21257
1689,"5103304","Comodoro"," Mato Grosso",21249
1690,"2311264","Quiterianópolis"," Ceará",21246
1691,"2901205","Anagé"," Bahia",21229
1692,"2107357","Nova Olinda do Maranhão"," Maranhão",21228
1693,"2501500","Bananeiras"," Paraíba",21220
1694,"2909604","Crisópolis"," Bahia",21219
1695,"2616209","Vertentes"," Pernambuco",21172
1696,"3523503","Itatinga"," São Paulo",21139
1697,"4301008","Arroio do Meio"," Rio Grande do Sul",21121
1698,"4212908","Pinhalzinho"," Santa Catarina",21103
1699,"2108108","Paulo Ramos"," Maranhão",21092
1700,"1101492","São Francisco do Guaporé"," Rondônia",21088
1701,"2912103","Ibicaraí"," Bahia",21083
1702,"2929107","São Felipe"," Bahia",21083
1703,"3111002","Campestre"," Minas Gerais",21052
1704,"2106706","Mirador"," Maranhão",21045
1705,"2303600","Catarina"," Ceará",21041
1706,"3133303","Itaobim"," Minas Gerais",20997
1707,"3137809","Lambari"," Minas Gerais",20995
1708,"2500403","Alagoa Nova"," Paraíba",20992
1709,"3105905","Barroso"," Minas Gerais",20981
1710,"3526001","Junqueirópolis"," São Paulo",20978
1711,"2927507","Santa Bárbara"," Bahia",20971
1712,"2310852","Pindoretama"," Ceará",20964
1713,"4302709","Butiá"," Rio Grande do Sul",20963
1714,"4106605","Cruzeiro do Oeste"," Paraná",20962
1715,"3505807","Bastos"," São Paulo",20952
1716,"2211308","Valença do Piauí"," Piauí",20940
1717,"5220603","Silvânia"," Goiás",20938
1718,"2601052","Araçoiaba"," Pernambuco",20936
1719,"3167103","Serro"," Minas Gerais",20915
1720,"1303700","Santo Antônio do Içá"," Amazonas",20889
1721,"4202453","Bombinhas"," Santa Catarina",20889
1722,"5200100","Abadiânia"," Goiás",20873
1723,"1300201","Atalaia do Norte"," Amazonas",20868
1724,"2933505","Wenceslau Guimarães"," Bahia",20862
1725,"3547700","Santo Anastácio"," São Paulo",20855
1726,"5106232","Nova Olímpia"," Mato Grosso",20820
1727,"4128005","Ubiratã"," Paraná",20809
1728,"2911600","Governador Mangabeira"," Bahia",20800
1729,"5205513","Cocalzinho de Goiás"," Goiás",20771
1730,"1301506","Envira"," Amazonas",20748
1731,"2611705","Riacho das Almas"," Pernambuco",20744
1732,"4314605","Piratini"," Rio Grande do Sul",20743
1733,"1503044","Floresta do Araguaia"," Pará",20742
1734,"2111003","São João Batista"," Maranhão",20736
1735,"2601607","Belém do São Francisco"," Pernambuco",20730
1736,"2210003","São João do Piauí"," Piauí",20720
1737,"5103379","Cotriguaçu"," Mato Grosso",20717
1738,"3141405","Medina"," Minas Gerais",20701
1739,"3171006","Vazante"," Minas Gerais",20692
1740,"4127502","Tibagi"," Paraná",20688
1741,"3134608","Jaboticatubas"," Minas Gerais",20683
1742,"2920700","Maraú"," Bahia",20664
1743,"2306504","Itapiúna"," Ceará",20653
1744,"2603108","Cachoeirinha"," Pernambuco",20618
1745,"2501005","Araruna"," Paraíba",20610
1746,"2900207","Abaré"," Bahia",20594
1747,"2402303","Caraúbas"," Rio Grande do Norte",20588
1748,"3535804","Paranapanema"," São Paulo",20588
1749,"2207801","Paulistana"," Piauí",20583
1750,"5101902","Brasnorte"," Mato Grosso",20571
1751,"2911808","Guaratinga"," Bahia",20565
1752,"4208807","Jaguaruna"," Santa Catarina",20547
1753,"3142908","Monte Azul"," Minas Gerais",20544
1754,"3542404","Regente Feijó"," São Paulo",20523
1755,"3144102","Muzambinho"," Minas Gerais",20522
1756,"1100148","Nova Brasilândia d'Oeste"," Rondônia",20504
1757,"1300631","Beruri"," Amazonas",20503
1758,"4310009","Ibirubá"," Rio Grande do Sul",20474
1759,"2902609","Baixa Grande"," Bahia",20431
1760,"4106506","Coronel Vivida"," Paraná",20430
1761,"5201702","Aragarças"," Goiás",20410
1762,"2514503","São José de Piranhas"," Paraíba",20406
1763,"1303205","Novo Airão"," Amazonas",20395
1764,"2917102","Itororó"," Bahia",20394
1765,"3511409","Cerqueira César"," São Paulo",20391
1766,"2931004","Tanhaçu"," Bahia",20383
1767,"2102606","Cândido Mendes"," Maranhão",20376
1768,"4124400","Santo Antônio do Sudoeste"," Paraná",20354
1769,"2307254","Jijoca de Jericoacoara"," Ceará",20351
1770,"3146305","Padre Paraíso"," Minas Gerais",20346
1771,"2505105","Cuité"," Paraíba",20331
1772,"2932705","Uruçuca"," Bahia",20312
1773,"2915502","Itajuípe"," Bahia",20309
1774,"2109502","Riachão"," Maranhão",20288
1775,"2303956","Chorozinho"," Ceará",20286
1776,"3169703","Turmalina"," Minas Gerais",20280
1777,"2700102","Água Branca"," Alagoas",20263
1778,"3304110","Porto Real"," Rio de Janeiro",20254
1779,"2106300","Magalhães de Almeida"," Maranhão",20228
1780,"2902807","Barra da Estiva"," Bahia",20198
1781,"2305357","Icapuí"," Ceará",20183
1782,"3301108","Cantagalo"," Rio de Janeiro",20163
1783,"2709103","Taquarana"," Alagoas",20162
1784,"2707503","Porto Real do Colégio"," Alagoas",20158
1785,"5007935","Sonora"," Mato Grosso do Sul",20158
1786,"1200385","Plácido de Castro"," Acre",20147
1787,"3131208","Ipanema"," Minas Gerais",20133
1788,"2305209","Hidrolândia"," Ceará",20126
1789,"5204904","Campos Belos"," Goiás",20124
1790,"1400456","Pacaraima"," Roraima",20108
1791,"3101904","Alpinópolis"," Minas Gerais",20059
1792,"2806206","Salgado"," Sergipe",20051
1793,"3508009","Buri"," São Paulo",20050
1794,"2603801","Capoeiras"," Pernambuco",20048
1795,"2924603","Pindobaçu"," Bahia",20048
1796,"1300680","Boa Vista do Ramos"," Amazonas",20040
1797,"2307635","Madalena"," Ceará",20031
1798,"5007406","Rio Verde de Mato Grosso"," Mato Grosso do Sul",20025
1799,"3122009","Divino"," Minas Gerais",20020
1800,"5218904","Rubiataba"," Goiás",20012
1801,"3159803","Santa Vitória"," Minas Gerais",19997
1802,"2912202","Ibicoara"," Bahia",19990
1803,"2600203","Afrânio"," Pernambuco",19981
1804,"2313757","Umirim"," Ceará",19976
1805,"2512705","Remígio"," Paraíba",19973
1806,"2920502","Maracás"," Bahia",19973
1807,"2916807","Itarantim"," Bahia",19937
1808,"2704401","Major Izidoro"," Alagoas",19923
1809,"3137700","Lajinha"," Minas Gerais",19914
1810,"1200708","Xapuri"," Acre",19866
1811,"2500601","Alhandra"," Paraíba",19865
1812,"2932101","Ubaíra"," Bahia",19860
1813,"2107605","Palmeirândia"," Maranhão",19840
1814,"1506559","Santa Luzia do Pará"," Pará",19839
1815,"3167608","Simonésia"," Minas Gerais",19834
1816,"2202000","Buriti dos Lopes"," Piauí",19832
1817,"4101101","Andirá"," Paraná",19823
1818,"2805802","Riachão do Dantas"," Sergipe",19813
1819,"3108305","Borda da Mata"," Minas Gerais",19809
1820,"3536208","Pariquera-Açu"," São Paulo",19797
1821,"1200427","Rodrigues Alves"," Acre",19767
1822,"3111101","Campina Verde"," Minas Gerais",19759
1823,"3114501","Carmópolis de Minas"," Minas Gerais",19756
1824,"1200351","Marechal Thaumaturgo"," Acre",19727
1825,"2202604","Castelo do Piauí"," Piauí",19716
1826,"5100300","Alto Araguaia"," Mato Grosso",19714
1827,"2107100","Morros"," Maranhão",19708
1828,"2108009","Pastos Bons"," Maranhão",19693
1829,"3153400","Presidente Olegário"," Minas Gerais",19680
1830,"2603900","Carnaíba"," Pernambuco",19666
